Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,AG SERVICES,"AG SERVICES, CUSTOMWORK - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,215,21.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,AG SERVICES,"AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,279,000",36.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,AG SERVICES,"AG SERVICES, MACHINERY RENTAL - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,82,77.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,AG SERVICES,"AG SERVICES, OTHER - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,288,000",18.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,AG SERVICES,"AG SERVICES, OTHER - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,413,21.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,AG SERVICES,"AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,996,000",12.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,AG SERVICES,"AG SERVICES, UTILITIES - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,691,21.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"23,609,000",8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,ANIMAL TOTALS,ANIMAL TOTALS - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,252,31.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,217,000",8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, (EXCL BREEDING) - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,173,37.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,392,000",18.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, BREEDING - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,129,35.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,537,000",18.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,CHEMICAL TOTALS,CHEMICAL TOTALS - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,619,26.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,CROP TOTALS,CROP TOTALS - OPERATIONS WITH SALES,PRODUCERS,PRODUCERS: (GENDER = FEMALE),234,41.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,CROP TOTALS,CROP TOTALS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,577,27.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",PRODUCERS,PRODUCERS: (GENDER = FEMALE),"37,441,000",24.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"147,195,000",16.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES",PRODUCERS,PRODUCERS: (GENDER = FEMALE),44,27.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,DEPRECIATION,"DEPRECIATION - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"12,554,000",15.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,DEPRECIATION,DEPRECIATION - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,431,21.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,ENERGY,"ENERGY, RENEWABLE, HARVEST BIOMASS FOR PRODUCTION - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,6,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $",PRODUCERS,PRODUCERS: (GENDER = FEMALE),"66,335,000",11.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"211,098,000",7.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION",PRODUCERS,PRODUCERS: (GENDER = FEMALE),"130,839",39.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION",TOTAL,NOT SPECIFIED,"198,587",26.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,"1,063",22
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING, PAID BY LANDLORD - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"120,000",41.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING, PAID BY LANDLORD - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,33,37
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"43,064,000",9.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,FEED,FEED - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,643,23
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,201,000",19.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,664,24.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,FUELS,"FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,329,000",15.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,FUELS,"FUELS, INCL LUBRICANTS - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,"1,030",21.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,INTEREST,"INTEREST - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,706,000",20.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,INTEREST,INTEREST - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,328,31.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,INTEREST,"INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,312,000",20.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,INTEREST,"INTEREST, NON-REAL ESTATE - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,167,42.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,INTEREST,"INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,394,000",22.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,INTEREST,"INTEREST, REAL ESTATE - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,255,32.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,127,000",15
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, CONTRACT - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,149,25.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - EXPENSE, MEASURED IN $",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS),"13,815,000",8.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"22,876,000",9.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - NUMBER OF WORKERS",LABOR,LABOR: (1 HIRED WORKERS),71,51
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - NUMBER OF WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),"1,347",21.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - NUMBER OF WORKERS",LABOR,LABOR: (2 HIRED WORKERS),162,45.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - NUMBER OF WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),161,53.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - NUMBER OF WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),279,55.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,"2,020",20.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,305,26.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",LABOR,LABOR: (1 HIRED WORKERS),71,51
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),63,33.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",LABOR,LABOR: (2 HIRED WORKERS),81,45.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),46,53.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),44,59.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS),96,39.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,305,26.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED - WORKERS, MEASURED IN PCT OF FARM OPERATIONS",PRODUCERS,PRODUCERS: (GENDER = FEMALE),26,75.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - EXPENSE, MEASURED IN $",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS),"7,199,000",20.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (1 HIRED WORKERS),61,47.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),329,12.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (2 HIRED WORKERS),82,44.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),73,55
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),187,57.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS),448,16.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS),284,26.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,732,15.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (1 HIRED WORKERS),61,47.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),20,36.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (2 HIRED WORKERS),41,44.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),21,54.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),31,58.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS),78,35.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,174,28.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - EXPENSE, MEASURED IN $",LABOR,LABOR: (HIRED WORKERS LT 150 DAYS),"1,862,000",38.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (1 HIRED WORKERS),75,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),763,29.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (2 HIRED WORKERS),98,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),113,65.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),239,73
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS),835,29.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS LT 150 DAYS),453,42
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,"1,288",27.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (1 HIRED WORKERS),75,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),34,42
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (2 HIRED WORKERS),49,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),33,67.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),36,75.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (HIRED WORKERS LT 150 DAYS),131,40.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,227,31.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, MIGRANT - NUMBER OF WORKERS",LABOR,LABOR: (INCL HIRED WORKERS),"1,106",30.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, MIGRANT - NUMBER OF WORKERS",LABOR,LABOR: (ONLY CONTRACT),257,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, MIGRANT - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,"1,363",41.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, MIGRANT - OPERATIONS WITH WORKERS",LABOR,LABOR: (INCL HIRED WORKERS),51,41.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, MIGRANT - OPERATIONS WITH WORKERS",LABOR,LABOR: (ONLY CONTRACT),15,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, MIGRANT - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,66,44.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, UNPAID - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,"1,111",33.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,LABOR,"LABOR, UNPAID - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,519,30.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,PACKING FACILITY,"PACKING FACILITY, CROPS, ON FARM - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,9,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,RENT,"RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,413,000",15.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,RENT,"RENT, CASH, LAND & BUILDINGS - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,337,30.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,SEEDS,"SEEDS, FOR COVER CROPS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"486,000",22.2
